Creating train lmdb...
I0418 11:28:18.756780 26014 convert_imageset.cpp:83] Shuffling data
I0418 11:28:19.363435 26014 convert_imageset.cpp:86] A total of 1281167 images.
I0418 11:28:19.363869 26014 db_lmdb.cpp:38] Opened lmdb examples/imagenet/ilsvrc12_train_lmdb
I0418 13:14:06.615229 26014 convert_imageset.cpp:144] Processed 352000 files.
I0418 13:14:25.463510 26014 convert_imageset.cpp:144] Processed 353000 files.
I0418 13:14:41.835976 26014 convert_imageset.cpp:144] Processed 354000 files.
I0418 13:15:00.793480 26014 convert_imageset.cpp:144] Processed 355000 files.
I0418 13:15:17.235108 26014 convert_imageset.cpp:144] Processed 356000 files.
I0418 13:15:36.712070 26014 convert_imageset.cpp:144] Processed 357000 files.
I0418 13:15:53.231907 26014 convert_imageset.cpp:144] Processed 358000 files.
I0418 13:16:12.658121 26014 convert_imageset.cpp:144] Processed 359000 files.
I0418 13:16:29.350564 26014 convert_imageset.cpp:144] Processed 360000 files.
I0418 13:16:48.972585 26014 convert_imageset.cpp:144] Processed 361000 files.
I0418 13:17:04.484757 26014 convert_imageset.cpp:144] Processed 362000 files.
I0418 13:17:24.209209 26014 convert_imageset.cpp:144] Processed 363000 files.
I0418 13:17:38.982964 26014 convert_imageset.cpp:144] Processed 364000 files.
I0418 13:17:59.867143 26014 convert_imageset.cpp:144] Processed 365000 files.
I0418 13:18:18.740977 26014 convert_imageset.cpp:144] Processed 366000 files.
I0418 13:18:34.248302 26014 convert_imageset.cpp:144] Processed 367000 files.
I0418 13:18:53.893630 26014 convert_imageset.cpp:144] Processed 368000 files.
I0418 13:19:10.499714 26014 convert_imageset.cpp:144] Processed 369000 files.
I0418 13:19:29.028556 26014 convert_imageset.cpp:144] Processed 370000 files.
I0418 13:19:46.268235 26014 convert_imageset.cpp:144] Processed 371000 files.
I0418 13:20:05.211995 26014 convert_imageset.cpp:144] Processed 372000 files.
I0418 13:20:21.687909 26014 convert_imageset.cpp:144] Processed 373000 files.
I0418 13:20:40.719709 26014 convert_imageset.cpp:144] Processed 374000 files.
I0418 13:20:56.359338 26014 convert_imageset.cpp:144] Processed 375000 files.
I0418 13:21:16.018563 26014 convert_imageset.cpp:144] Processed 376000 files.
I0418 13:21:32.253727 26014 convert_imageset.cpp:144] Processed 377000 files.
I0418 13:21:48.026372 26014 convert_imageset.cpp:144] Processed 378000 files.
I0418 13:22:07.172765 26014 convert_imageset.cpp:144] Processed 379000 files.
I0418 13:22:26.653472 26014 convert_imageset.cpp:144] Processed 380000 files.
I0418 13:22:42.838145 26014 convert_imageset.cpp:144] Processed 381000 files.
I0418 13:22:58.973911 26014 convert_imageset.cpp:144] Processed 382000 files.
I0418 13:23:16.035074 26014 convert_imageset.cpp:144] Processed 383000 files.
I0418 13:23:39.495297 26014 convert_imageset.cpp:144] Processed 384000 files.
I0418 13:23:54.694989 26014 convert_imageset.cpp:144] Processed 385000 files.
I0418 13:24:14.659906 26014 convert_imageset.cpp:144] Processed 386000 files.
I0418 13:24:31.253799 26014 convert_imageset.cpp:144] Processed 387000 files.
I0418 13:24:50.524308 26014 convert_imageset.cpp:144] Processed 388000 files.
I0418 13:25:06.091116 26014 convert_imageset.cpp:144] Processed 389000 files.
I0418 13:25:26.527976 26014 convert_imageset.cpp:144] Processed 390000 files.
I0418 13:25:42.460458 26014 convert_imageset.cpp:144] Processed 391000 files.
I0418 13:26:02.375789 26014 convert_imageset.cpp:144] Processed 392000 files.
I0418 13:26:18.070345 26014 convert_imageset.cpp:144] Processed 393000 files.
I0418 13:26:37.506391 26014 convert_imageset.cpp:144] Processed 394000 files.
I0418 13:26:53.616082 26014 convert_imageset.cpp:144] Processed 395000 files.
I0418 13:27:12.929970 26014 convert_imageset.cpp:144] Processed 396000 files.
I0418 13:27:29.456238 26014 convert_imageset.cpp:144] Processed 397000 files.
I0418 13:27:44.681146 26014 convert_imageset.cpp:144] Processed 398000 files.
I0418 13:28:04.738099 26014 convert_imageset.cpp:144] Processed 399000 files.
I0418 13:28:24.348347 26014 convert_imageset.cpp:144] Processed 400000 files.
I0418 13:28:40.395539 26014 convert_imageset.cpp:144] Processed 401000 files.
I0418 13:29:00.360749 26014 convert_imageset.cpp:144] Processed 402000 files.
I0418 13:29:16.603411 26014 convert_imageset.cpp:144] Processed 403000 files.
I0418 13:29:36.092962 26014 convert_imageset.cpp:144] Processed 404000 files.
I0418 13:29:52.436228 26014 convert_imageset.cpp:144] Processed 405000 files.
I0418 13:30:11.301349 26014 convert_imageset.cpp:144] Processed 406000 files.
I0418 13:30:27.814996 26014 convert_imageset.cpp:144] Processed 407000 files.
I0418 13:30:46.629129 26014 convert_imageset.cpp:144] Processed 408000 files.
I0418 13:31:03.501922 26014 convert_imageset.cpp:144] Processed 409000 files.
I0418 13:31:23.018473 26014 convert_imageset.cpp:144] Processed 410000 files.
I0418 13:31:39.190109 26014 convert_imageset.cpp:144] Processed 411000 files.
I0418 13:31:58.064997 26014 convert_imageset.cpp:144] Processed 412000 files.
I0418 13:32:13.476994 26014 convert_imageset.cpp:144] Processed 413000 files.
I0418 13:32:33.719045 26014 convert_imageset.cpp:144] Processed 414000 files.
I0418 13:32:49.549163 26014 convert_imageset.cpp:144] Processed 415000 files.
I0418 13:33:05.831569 26014 convert_imageset.cpp:144] Processed 416000 files.
I0418 13:33:25.462965 26014 convert_imageset.cpp:144] Processed 417000 files.
I0418 13:33:44.757840 26014 convert_imageset.cpp:144] Processed 418000 files.
I0418 13:34:00.833472 26014 convert_imageset.cpp:144] Processed 419000 files.
I0418 13:34:19.720098 26014 convert_imageset.cpp:144] Processed 420000 files.
I0418 13:34:34.998114 26014 convert_imageset.cpp:144] Processed 421000 files.
I0418 13:34:55.405118 26014 convert_imageset.cpp:144] Processed 422000 files.
I0418 13:35:10.793226 26014 convert_imageset.cpp:144] Processed 423000 files.
I0418 13:35:31.081945 26014 convert_imageset.cpp:144] Processed 424000 files.
I0418 13:35:47.383224 26014 convert_imageset.cpp:144] Processed 425000 files.
I0418 13:36:06.706845 26014 convert_imageset.cpp:144] Processed 426000 files.
I0418 13:36:25.748765 26014 convert_imageset.cpp:144] Processed 427000 files.
I0418 13:36:41.569494 26014 convert_imageset.cpp:144] Processed 428000 files.
I0418 13:37:00.532522 26014 convert_imageset.cpp:144] Processed 429000 files.
I0418 13:37:16.683743 26014 convert_imageset.cpp:144] Processed 430000 files.
I0418 13:37:35.891603 26014 convert_imageset.cpp:144] Processed 431000 files.
I0418 13:37:52.088958 26014 convert_imageset.cpp:144] Processed 432000 files.
I0418 13:38:08.906653 26014 convert_imageset.cpp:144] Processed 433000 files.
I0418 13:38:28.492617 26014 convert_imageset.cpp:144] Processed 434000 files.
I0418 13:38:44.122894 26014 convert_imageset.cpp:144] Processed 435000 files.
I0418 13:39:04.018584 26014 convert_imageset.cpp:144] Processed 436000 files.
I0418 13:39:23.463106 26014 convert_imageset.cpp:144] Processed 437000 files.
I0418 13:39:39.490980 26014 convert_imageset.cpp:144] Processed 438000 files.
I0418 13:39:58.306344 26014 convert_imageset.cpp:144] Processed 439000 files.
I0418 13:40:14.972713 26014 convert_imageset.cpp:144] Processed 440000 files.
I0418 13:40:33.717283 26014 convert_imageset.cpp:144] Processed 441000 files.
I0418 13:40:50.142714 26014 convert_imageset.cpp:144] Processed 442000 files.
I0418 13:41:10.098650 26014 convert_imageset.cpp:144] Processed 443000 files.
I0418 13:41:25.905408 26014 convert_imageset.cpp:144] Processed 444000 files.
I0418 13:41:45.511509 26014 convert_imageset.cpp:144] Processed 445000 files.
I0418 13:42:00.839970 26014 convert_imageset.cpp:144] Processed 446000 files.
I0418 13:42:20.137948 26014 convert_imageset.cpp:144] Processed 447000 files.
I0418 13:42:37.011375 26014 convert_imageset.cpp:144] Processed 448000 files.
I0418 13:42:56.029460 26014 convert_imageset.cpp:144] Processed 449000 files.
I0418 13:43:12.591948 26014 convert_imageset.cpp:144] Processed 450000 files.
I0418 13:43:31.443624 26014 convert_imageset.cpp:144] Processed 451000 files.
I0418 13:43:48.077960 26014 convert_imageset.cpp:144] Processed 452000 files.
I0418 13:44:07.662922 26014 convert_imageset.cpp:144] Processed 453000 files.
I0418 13:44:23.292634 26014 convert_imageset.cpp:144] Processed 454000 files.
I0418 13:44:43.307818 26014 convert_imageset.cpp:144] Processed 455000 files.
I0418 13:44:59.478744 26014 convert_imageset.cpp:144] Processed 456000 files.
I0418 13:45:18.182874 26014 convert_imageset.cpp:144] Processed 457000 files.
I0418 13:45:34.841714 26014 convert_imageset.cpp:144] Processed 458000 files.
I0418 13:45:50.509095 26014 convert_imageset.cpp:144] Processed 459000 files.
I0418 13:46:09.181000 26014 convert_imageset.cpp:144] Processed 460000 files.
I0418 13:46:29.180575 26014 convert_imageset.cpp:144] Processed 461000 files.
I0418 13:46:44.774240 26014 convert_imageset.cpp:144] Processed 462000 files.
I0418 13:47:04.579849 26014 convert_imageset.cpp:144] Processed 463000 files.
I0418 13:47:20.465319 26014 convert_imageset.cpp:144] Processed 464000 files.
I0418 13:47:40.047037 26014 convert_imageset.cpp:144] Processed 465000 files.
I0418 13:47:56.483590 26014 convert_imageset.cpp:144] Processed 466000 files.
I0418 13:48:15.856245 26014 convert_imageset.cpp:144] Processed 467000 files.
I0418 13:48:31.447988 26014 convert_imageset.cpp:144] Processed 468000 files.
I0418 13:48:50.295519 26014 convert_imageset.cpp:144] Processed 469000 files.
I0418 13:49:06.831295 26014 convert_imageset.cpp:144] Processed 470000 files.
I0418 13:49:25.850162 26014 convert_imageset.cpp:144] Processed 471000 files.
I0418 13:49:42.688607 26014 convert_imageset.cpp:144] Processed 472000 files.
I0418 13:49:58.574477 26014 convert_imageset.cpp:144] Processed 473000 files.
I0418 13:50:17.982146 26014 convert_imageset.cpp:144] Processed 474000 files.
I0418 13:50:34.295718 26014 convert_imageset.cpp:144] Processed 475000 files.
I0418 13:50:53.544103 26014 convert_imageset.cpp:144] Processed 476000 files.
I0418 13:51:12.977248 26014 convert_imageset.cpp:144] Processed 477000 files.
I0418 13:51:29.255297 26014 convert_imageset.cpp:144] Processed 478000 files.
I0418 13:51:49.315582 26014 convert_imageset.cpp:144] Processed 479000 files.
I0418 13:52:06.245106 26014 convert_imageset.cpp:144] Processed 480000 files.
I0418 13:52:26.152932 26014 convert_imageset.cpp:144] Processed 481000 files.
I0418 13:52:41.459009 26014 convert_imageset.cpp:144] Processed 482000 files.
I0418 13:53:01.684960 26014 convert_imageset.cpp:144] Processed 483000 files.
I0418 13:53:17.093102 26014 convert_imageset.cpp:144] Processed 484000 files.
I0418 13:53:32.796207 26014 convert_imageset.cpp:144] Processed 485000 files.
I0418 13:53:53.000596 26014 convert_imageset.cpp:144] Processed 486000 files.
I0418 13:54:08.678025 26014 convert_imageset.cpp:144] Processed 487000 files.
I0418 13:54:28.630255 26014 convert_imageset.cpp:144] Processed 488000 files.
I0418 13:54:48.323084 26014 convert_imageset.cpp:144] Processed 489000 files.
I0418 13:55:04.074481 26014 convert_imageset.cpp:144] Processed 490000 files.
I0418 13:55:24.759321 26014 convert_imageset.cpp:144] Processed 491000 files.
I0418 13:55:40.932112 26014 convert_imageset.cpp:144] Processed 492000 files.
I0418 13:56:00.470378 26014 convert_imageset.cpp:144] Processed 493000 files.
I0418 13:56:17.190420 26014 convert_imageset.cpp:144] Processed 494000 files.
I0418 13:56:36.368006 26014 convert_imageset.cpp:144] Processed 495000 files.
I0418 13:56:52.580870 26014 convert_imageset.cpp:144] Processed 496000 files.
I0418 13:57:08.043339 26014 convert_imageset.cpp:144] Processed 497000 files.
I0418 13:57:28.180922 26014 convert_imageset.cpp:144] Processed 498000 files.
I0418 13:57:47.499480 26014 convert_imageset.cpp:144] Processed 499000 files.
I0418 13:58:03.564577 26014 convert_imageset.cpp:144] Processed 500000 files.
I0418 13:58:23.635759 26014 convert_imageset.cpp:144] Processed 501000 files.
I0418 13:58:38.827783 26014 convert_imageset.cpp:144] Processed 502000 files.
I0418 13:58:59.055840 26014 convert_imageset.cpp:144] Processed 503000 files.
I0418 13:59:14.692555 26014 convert_imageset.cpp:144] Processed 504000 files.
I0418 13:59:34.971755 26014 convert_imageset.cpp:144] Processed 505000 files.
I0418 13:59:54.985712 26014 convert_imageset.cpp:144] Processed 506000 files.
I0418 14:00:11.002773 26014 convert_imageset.cpp:144] Processed 507000 files.
I0418 14:00:30.484225 26014 convert_imageset.cpp:144] Processed 508000 files.
I0418 14:00:46.298035 26014 convert_imageset.cpp:144] Processed 509000 files.
I0418 14:01:05.988729 26014 convert_imageset.cpp:144] Processed 510000 files.
I0418 14:01:23.973346 26014 convert_imageset.cpp:144] Processed 511000 files.
I0418 14:01:39.235858 26014 convert_imageset.cpp:144] Processed 512000 files.
I0418 14:01:58.945117 26014 convert_imageset.cpp:144] Processed 513000 files.
I0418 14:02:14.986496 26014 convert_imageset.cpp:144] Processed 514000 files.
I0418 14:02:34.321476 26014 convert_imageset.cpp:144] Processed 515000 files.
I0418 14:02:54.389210 26014 convert_imageset.cpp:144] Processed 516000 files.
I0418 14:03:10.492811 26014 convert_imageset.cpp:144] Processed 517000 files.
I0418 14:03:30.818778 26014 convert_imageset.cpp:144] Processed 518000 files.
I0418 14:03:47.304461 26014 convert_imageset.cpp:144] Processed 519000 files.
I0418 14:04:05.930752 26014 convert_imageset.cpp:144] Processed 520000 files.
I0418 14:04:23.151688 26014 convert_imageset.cpp:144] Processed 521000 files.
I0418 14:04:42.631214 26014 convert_imageset.cpp:144] Processed 522000 files.
I0418 14:04:58.875017 26014 convert_imageset.cpp:144] Processed 523000 files.
I0418 14:05:17.794533 26014 convert_imageset.cpp:144] Processed 524000 files.
I0418 14:05:34.197981 26014 convert_imageset.cpp:144] Processed 525000 files.
I0418 14:05:53.194381 26014 convert_imageset.cpp:144] Processed 526000 files.
I0418 14:06:10.480149 26014 convert_imageset.cpp:144] Processed 527000 files.
I0418 14:06:30.001452 26014 convert_imageset.cpp:144] Processed 528000 files.
I0418 14:06:45.746762 26014 convert_imageset.cpp:144] Processed 529000 files.
I0418 14:07:06.389806 26014 convert_imageset.cpp:144] Processed 530000 files.
I0418 14:07:21.955981 26014 convert_imageset.cpp:144] Processed 531000 files.
I0418 14:07:42.066551 26014 convert_imageset.cpp:144] Processed 532000 files.
I0418 14:07:58.057757 26014 convert_imageset.cpp:144] Processed 533000 files.
I0418 14:08:17.568156 26014 convert_imageset.cpp:144] Processed 534000 files.
I0418 14:08:36.257943 26014 convert_imageset.cpp:144] Processed 535000 files.
I0418 14:08:51.964264 26014 convert_imageset.cpp:144] Processed 536000 files.
I0418 14:09:11.645854 26014 convert_imageset.cpp:144] Processed 537000 files.
I0418 14:09:31.120085 26014 convert_imageset.cpp:144] Processed 538000 files.
I0418 14:09:47.885939 26014 convert_imageset.cpp:144] Processed 539000 files.
I0418 14:10:04.550020 26014 convert_imageset.cpp:144] Processed 540000 files.
I0418 14:10:23.706188 26014 convert_imageset.cpp:144] Processed 541000 files.
I0418 14:10:39.626058 26014 convert_imageset.cpp:144] Processed 542000 files.
I0418 14:10:58.937968 26014 convert_imageset.cpp:144] Processed 543000 files.
I0418 14:11:15.950090 26014 convert_imageset.cpp:144] Processed 544000 files.
I0418 14:11:35.365664 26014 convert_imageset.cpp:144] Processed 545000 files.
I0418 14:11:51.177368 26014 convert_imageset.cpp:144] Processed 546000 files.
I0418 14:12:10.137830 26014 convert_imageset.cpp:144] Processed 547000 files.
I0418 14:12:26.194823 26014 convert_imageset.cpp:144] Processed 548000 files.
I0418 14:12:45.387608 26014 convert_imageset.cpp:144] Processed 549000 files.
I0418 14:13:01.883422 26014 convert_imageset.cpp:144] Processed 550000 files.
I0418 14:13:21.958941 26014 convert_imageset.cpp:144] Processed 551000 files.
I0418 14:13:41.305955 26014 convert_imageset.cpp:144] Processed 552000 files.
I0418 14:13:57.567791 26014 convert_imageset.cpp:144] Processed 553000 files.
I0418 14:14:14.546844 26014 convert_imageset.cpp:144] Processed 554000 files.
I0418 14:14:29.780951 26014 convert_imageset.cpp:144] Processed 555000 files.
I0418 14:14:49.427857 26014 convert_imageset.cpp:144] Processed 556000 files.
I0418 14:15:08.982508 26014 convert_imageset.cpp:144] Processed 557000 files.
I0418 14:15:28.326259 26014 convert_imageset.cpp:144] Processed 558000 files.
I0418 14:15:44.903702 26014 convert_imageset.cpp:144] Processed 559000 files.
I0418 14:16:04.423756 26014 convert_imageset.cpp:144] Processed 560000 files.
I0418 14:16:20.103647 26014 convert_imageset.cpp:144] Processed 561000 files.
I0418 14:16:40.221189 26014 convert_imageset.cpp:144] Processed 562000 files.
I0418 14:16:55.726234 26014 convert_imageset.cpp:144] Processed 563000 files.
I0418 14:17:15.935134 26014 convert_imageset.cpp:144] Processed 564000 files.
I0418 14:17:31.420164 26014 convert_imageset.cpp:144] Processed 565000 files.
I0418 14:17:51.721211 26014 convert_imageset.cpp:144] Processed 566000 files.
I0418 14:18:08.083073 26014 convert_imageset.cpp:144] Processed 567000 files.
I0418 14:18:27.717180 26014 convert_imageset.cpp:144] Processed 568000 files.
I0418 14:18:44.349997 26014 convert_imageset.cpp:144] Processed 569000 files.
I0418 14:19:03.933675 26014 convert_imageset.cpp:144] Processed 570000 files.
I0418 14:19:19.776165 26014 convert_imageset.cpp:144] Processed 571000 files.
I0418 14:19:39.488703 26014 convert_imageset.cpp:144] Processed 572000 files.
I0418 14:19:55.830333 26014 convert_imageset.cpp:144] Processed 573000 files.
I0418 14:20:12.016716 26014 convert_imageset.cpp:144] Processed 574000 files.
I0418 14:20:31.446357 26014 convert_imageset.cpp:144] Processed 575000 files.
I0418 14:20:50.641134 26014 convert_imageset.cpp:144] Processed 576000 files.
I0418 14:21:06.955482 26014 convert_imageset.cpp:144] Processed 577000 files.
I0418 14:21:22.836134 26014 convert_imageset.cpp:144] Processed 578000 files.
I0418 14:21:42.874788 26014 convert_imageset.cpp:144] Processed 579000 files.
I0418 14:22:02.444219 26014 convert_imageset.cpp:144] Processed 580000 files.
I0418 14:22:18.354945 26014 convert_imageset.cpp:144] Processed 581000 files.
I0418 14:22:37.937114 26014 convert_imageset.cpp:144] Processed 582000 files.
I0418 14:22:53.859192 26014 convert_imageset.cpp:144] Processed 583000 files.
I0418 14:23:13.178064 26014 convert_imageset.cpp:144] Processed 584000 files.
I0418 14:23:29.773473 26014 convert_imageset.cpp:144] Processed 585000 files.
I0418 14:23:48.963734 26014 convert_imageset.cpp:144] Processed 586000 files.
I0418 14:24:05.455163 26014 convert_imageset.cpp:144] Processed 587000 files.
I0418 14:24:21.641394 26014 convert_imageset.cpp:144] Processed 588000 files.
I0418 14:24:40.837595 26014 convert_imageset.cpp:144] Processed 589000 files.
I0418 14:25:00.133556 26014 convert_imageset.cpp:144] Processed 590000 files.
I0418 14:25:15.877184 26014 convert_imageset.cpp:144] Processed 591000 files.
I0418 14:25:31.175318 26014 convert_imageset.cpp:144] Processed 592000 files.
I0418 14:25:51.930972 26014 convert_imageset.cpp:144] Processed 593000 files.
I0418 14:26:10.951524 26014 convert_imageset.cpp:144] Processed 594000 files.
I0418 14:26:27.489753 26014 convert_imageset.cpp:144] Processed 595000 files.
I0418 14:26:47.105628 26014 convert_imageset.cpp:144] Processed 596000 files.
I0418 14:27:02.394582 26014 convert_imageset.cpp:144] Processed 597000 files.
I0418 14:27:22.329778 26014 convert_imageset.cpp:144] Processed 598000 files.
I0418 14:27:38.470850 26014 convert_imageset.cpp:144] Processed 599000 files.
I0418 14:27:58.951717 26014 convert_imageset.cpp:144] Processed 600000 files.
I0418 14:28:14.816897 26014 convert_imageset.cpp:144] Processed 601000 files.
I0418 14:28:34.460940 26014 convert_imageset.cpp:144] Processed 602000 files.
I0418 14:28:54.839325 26014 convert_imageset.cpp:144] Processed 603000 files.
I0418 14:29:16.224184 26014 convert_imageset.cpp:144] Processed 604000 files.
I0418 14:29:32.280252 26014 convert_imageset.cpp:144] Processed 605000 files.
I0418 14:29:51.754696 26014 convert_imageset.cpp:144] Processed 606000 files.
I0418 14:30:07.739804 26014 convert_imageset.cpp:144] Processed 607000 files.
I0418 14:30:27.697814 26014 convert_imageset.cpp:144] Processed 608000 files.
I0418 14:30:43.155474 26014 convert_imageset.cpp:144] Processed 609000 files.
I0418 14:31:03.728404 26014 convert_imageset.cpp:144] Processed 610000 files.
I0418 14:31:22.071285 26014 convert_imageset.cpp:144] Processed 611000 files.
I0418 14:31:39.111665 26014 convert_imageset.cpp:144] Processed 612000 files.
I0418 14:31:59.046345 26014 convert_imageset.cpp:144] Processed 613000 files.
I0418 14:32:15.196476 26014 convert_imageset.cpp:144] Processed 614000 files.
I0418 14:32:34.459623 26014 convert_imageset.cpp:144] Processed 615000 files.
I0418 14:32:50.889154 26014 convert_imageset.cpp:144] Processed 616000 files.
I0418 14:33:10.508725 26014 convert_imageset.cpp:144] Processed 617000 files.
I0418 14:33:27.162544 26014 convert_imageset.cpp:144] Processed 618000 files.
I0418 14:33:46.427927 26014 convert_imageset.cpp:144] Processed 619000 files.
I0418 14:34:02.792963 26014 convert_imageset.cpp:144] Processed 620000 files.
I0418 14:34:22.173796 26014 convert_imageset.cpp:144] Processed 621000 files.
I0418 14:34:38.069558 26014 convert_imageset.cpp:144] Processed 622000 files.
I0418 14:34:53.302937 26014 convert_imageset.cpp:144] Processed 623000 files.
I0418 14:35:14.031865 26014 convert_imageset.cpp:144] Processed 624000 files.
I0418 14:35:34.003901 26014 convert_imageset.cpp:144] Processed 625000 files.
I0418 14:35:50.529696 26014 convert_imageset.cpp:144] Processed 626000 files.
I0418 14:36:09.938650 26014 convert_imageset.cpp:144] Processed 627000 files.
I0418 14:36:26.189455 26014 convert_imageset.cpp:144] Processed 628000 files.
I0418 14:36:45.990280 26014 convert_imageset.cpp:144] Processed 629000 files.
I0418 14:37:02.268622 26014 convert_imageset.cpp:144] Processed 630000 files.
I0418 14:37:21.901857 26014 convert_imageset.cpp:144] Processed 631000 files.
I0418 14:37:38.697190 26014 convert_imageset.cpp:144] Processed 632000 files.
I0418 14:37:58.402104 26014 convert_imageset.cpp:144] Processed 633000 files.
I0418 14:38:14.415515 26014 convert_imageset.cpp:144] Processed 634000 files.
I0418 14:38:34.136400 26014 convert_imageset.cpp:144] Processed 635000 files.
I0418 14:38:50.591194 26014 convert_imageset.cpp:144] Processed 636000 files.
I0418 14:39:10.120612 26014 convert_imageset.cpp:144] Processed 637000 files.
I0418 14:39:30.387827 26014 convert_imageset.cpp:144] Processed 638000 files.
I0418 14:39:49.656090 26014 convert_imageset.cpp:144] Processed 639000 files.
I0418 14:40:09.627759 26014 convert_imageset.cpp:144] Processed 640000 files.
I0418 14:40:26.009177 26014 convert_imageset.cpp:144] Processed 641000 files.
I0418 14:40:45.263795 26014 convert_imageset.cpp:144] Processed 642000 files.
I0418 14:41:00.992529 26014 convert_imageset.cpp:144] Processed 643000 files.
I0418 14:41:20.370379 26014 convert_imageset.cpp:144] Processed 644000 files.
I0418 14:41:37.063274 26014 convert_imageset.cpp:144] Processed 645000 files.
I0418 14:41:56.228955 26014 convert_imageset.cpp:144] Processed 646000 files.
I0418 14:42:12.759081 26014 convert_imageset.cpp:144] Processed 647000 files.
I0418 14:42:47.476397 26014 convert_imageset.cpp:144] Processed 648000 files.
I0418 14:43:06.790665 26014 convert_imageset.cpp:144] Processed 649000 files.
I0418 14:43:23.353157 26014 convert_imageset.cpp:144] Processed 650000 files.
I0418 14:43:38.259071 26014 convert_imageset.cpp:144] Processed 651000 files.
I0418 14:43:59.201827 26014 convert_imageset.cpp:144] Processed 652000 files.
I0418 14:44:18.216631 26014 convert_imageset.cpp:144] Processed 653000 files.
I0418 14:44:34.598139 26014 convert_imageset.cpp:144] Processed 654000 files.
I0418 14:44:50.695755 26014 convert_imageset.cpp:144] Processed 655000 files.
I0418 14:45:11.701634 26014 convert_imageset.cpp:144] Processed 656000 files.
I0418 14:45:31.227237 26014 convert_imageset.cpp:144] Processed 657000 files.
I0418 14:45:50.392426 26014 convert_imageset.cpp:144] Processed 658000 files.
I0418 14:46:07.308214 26014 convert_imageset.cpp:144] Processed 659000 files.
I0418 14:46:27.433780 26014 convert_imageset.cpp:144] Processed 660000 files.
I0418 14:46:43.649202 26014 convert_imageset.cpp:144] Processed 661000 files.
I0418 14:47:02.701241 26014 convert_imageset.cpp:144] Processed 662000 files.
I0418 14:47:19.572715 26014 convert_imageset.cpp:144] Processed 663000 files.
I0418 14:47:39.239773 26014 convert_imageset.cpp:144] Processed 664000 files.
I0418 14:47:54.692826 26014 convert_imageset.cpp:144] Processed 665000 files.
I0418 14:48:15.183048 26014 convert_imageset.cpp:144] Processed 666000 files.
I0418 14:48:31.665582 26014 convert_imageset.cpp:144] Processed 667000 files.
I0418 14:48:50.645586 26014 convert_imageset.cpp:144] Processed 668000 files.
I0418 14:49:07.343158 26014 convert_imageset.cpp:144] Processed 669000 files.
I0418 14:49:27.472645 26014 convert_imageset.cpp:144] Processed 670000 files.
I0418 14:49:43.674368 26014 convert_imageset.cpp:144] Processed 671000 files.
I0418 14:50:02.628937 26014 convert_imageset.cpp:144] Processed 672000 files.
I0418 14:50:19.591842 26014 convert_imageset.cpp:144] Processed 673000 files.
I0418 14:50:34.307416 26014 convert_imageset.cpp:144] Processed 674000 files.
I0418 14:50:53.886081 26014 convert_imageset.cpp:144] Processed 675000 files.
I0418 14:51:14.277305 26014 convert_imageset.cpp:144] Processed 676000 files.
I0418 14:51:29.485352 26014 convert_imageset.cpp:144] Processed 677000 files.
I0418 14:51:49.381667 26014 convert_imageset.cpp:144] Processed 678000 files.
I0418 14:52:04.597430 26014 convert_imageset.cpp:144] Processed 679000 files.
I0418 14:52:26.171598 26014 convert_imageset.cpp:144] Processed 680000 files.
I0418 14:52:41.857370 26014 convert_imageset.cpp:144] Processed 681000 files.
I0418 14:53:03.265009 26014 convert_imageset.cpp:144] Processed 682000 files.
I0418 14:53:19.765955 26014 convert_imageset.cpp:144] Processed 683000 files.
I0418 14:53:38.797161 26014 convert_imageset.cpp:144] Processed 684000 files.
I0418 14:53:55.103066 26014 convert_imageset.cpp:144] Processed 685000 files.
I0418 14:54:14.454993 26014 convert_imageset.cpp:144] Processed 686000 files.
I0418 14:54:30.376505 26014 convert_imageset.cpp:144] Processed 687000 files.
I0418 14:54:49.689605 26014 convert_imageset.cpp:144] Processed 688000 files.
I0418 14:55:05.275452 26014 convert_imageset.cpp:144] Processed 689000 files.
I0418 14:55:25.127069 26014 convert_imageset.cpp:144] Processed 690000 files.
I0418 14:55:40.385552 26014 convert_imageset.cpp:144] Processed 691000 files.
I0418 14:56:00.211027 26014 convert_imageset.cpp:144] Processed 692000 files.
I0418 14:56:16.663200 26014 convert_imageset.cpp:144] Processed 693000 files.
I0418 14:56:35.809854 26014 convert_imageset.cpp:144] Processed 694000 files.
I0418 14:56:52.348881 26014 convert_imageset.cpp:144] Processed 695000 files.
I0418 14:57:12.261895 26014 convert_imageset.cpp:144] Processed 696000 files.
I0418 14:57:32.031157 26014 convert_imageset.cpp:144] Processed 697000 files.
I0418 14:57:48.540648 26014 convert_imageset.cpp:144] Processed 698000 files.
I0418 14:58:05.816195 26014 convert_imageset.cpp:144] Processed 699000 files.
I0418 14:58:37.864111 26014 convert_imageset.cpp:144] Processed 700000 files.
I0418 14:59:07.689302 26014 convert_imageset.cpp:144] Processed 701000 files.
I0418 14:59:28.750344 26014 convert_imageset.cpp:144] Processed 702000 files.
I0418 14:59:46.532352 26014 convert_imageset.cpp:144] Processed 703000 files.
I0418 15:00:06.945737 26014 convert_imageset.cpp:144] Processed 704000 files.
I0418 15:00:23.125910 26014 convert_imageset.cpp:144] Processed 705000 files.
I0418 15:00:42.792791 26014 convert_imageset.cpp:144] Processed 706000 files.
